4PL-00713-01,l,1-1-1,,2,50,TEE,204,i102j,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,1,1,1
4PL-00713-01,l,1-1-2,,2,50,TEE,204,i102j,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,1,1,2
4PL-00713-01,l,2-1-1,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,1
4PL-00713-01,l,2-1-2,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,2
4PL-00713-01,l,2-1-3,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,3
4PL-00713-01,l,2-1-4,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,4
4PL-00713-01,l,2-1-5,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,5
4PL-00713-01,l,2-1-6,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,6
4PL-00713-01,l,2-1-7,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,7
4PL-00713-01,l,2-1-8,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,8
4PL-00713-01,l,2-1-9,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,9
4PL-00713-01,l,2-1-10,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,10
4PL-00713-01,l,2-1-11,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,11
4PL-00713-01,l,2-1-12,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,12
4PL-00713-01,l,2-1-13,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,13
4PL-00713-01,l,2-1-14,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,14
4PL-00713-01,l,2-1-15,,2,50,90EL,102,102,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,2,1,15
4PL-00713-01,l,3-1-1,,2x1.5,50x40,RC,106,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,3,1,1
4PL-00713-01,l,3-1-2,,2x1.5,50x40,RC,106,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,3,1,2
4PL-00713-01,l,4-1-1,,2,50,,5500,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,1,1
4PL-00713-01,l,4-1-2,,2,50,,5500,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,1,2
4PL-00713-01,l,4-1-3,,2,50,,5500,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,1,3
4PL-00713-01,l,4-1-4,,2,50,,5500,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,1,4
4PL-00713-01,l,4-1-5,,2,50,,5500,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,1,5
4PL-00713-01,l,4-1-6,,2,50,,5500,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,1,6
4PL-00713-01,l,4-2-1,,2,50,,5000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,2,1
4PL-00713-01,l,4-2-2,,2,50,,5000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,2,2
4PL-00713-01,l,4-3-1,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,1
4PL-00713-01,l,4-3-2,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,2
4PL-00713-01,l,4-3-3,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,3
4PL-00713-01,l,4-3-4,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,4
4PL-00713-01,l,4-3-5,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,5
4PL-00713-01,l,4-3-6,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,6
4PL-00713-01,l,4-3-7,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,7
4PL-00713-01,l,4-3-8,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,8
4PL-00713-01,l,4-3-9,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,9
4PL-00713-01,l,4-3-10,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,10
4PL-00713-01,l,4-3-11,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,11
4PL-00713-01,l,4-3-12,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,12
4PL-00713-01,l,4-3-13,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,13
4PL-00713-01,l,4-3-14,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,14
4PL-00713-01,l,4-3-15,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,15
4PL-00713-01,l,4-3-16,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,16
4PL-00713-01,l,4-3-17,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,17
4PL-00713-01,l,4-3-18,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,18
4PL-00713-01,l,4-3-19,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,19
4PL-00713-01,l,4-3-20,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,20
4PL-00713-01,l,4-3-21,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,21
4PL-00713-01,l,4-3-22,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,22
4PL-00713-01,l,4-3-23,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,23
4PL-00713-01,l,4-3-24,,2,50,,4000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,3,24
4PL-00713-01,l,4-4-1,,2,50,,3000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,4,1
4PL-00713-01,l,4-4-2,,2,50,,3000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,4,2
4PL-00713-01,l,4-5-1,,2,50,,2000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,5,1
4PL-00713-01,l,4-5-2,,2,50,,2000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,5,2
4PL-00713-01,l,4-6-1,,2,50,,1500,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,6,1
4PL-00713-01,l,4-6-2,,2,50,,1500,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,6,2
4PL-00713-01,l,4-7-1,,2,50,,1000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,7,1
4PL-00713-01,l,4-7-2,,2,50,,1000,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,7,2
4PL-00713-01,l,4-8-1,,2,50,,500,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,8,1
4PL-00713-01,l,4-8-2,,2,50,,500,,,,7/23,,PA(PEL+Oh),,7/24,,,,被宪案,,4,8,2
